col0 col1 col2 col3 col4 col5
/archive/engineering/cpt/ak06/20171115/raw/cpt1m013-ak06-20171115-0001-x00.fits.fz 89.9421131 -60.942163300000004 116.88097165447982 29.18161635132965 "2017-11-15 15:28:43.275000"
/archive/engineering/cpt/ak06/20171115/raw/cpt1m013-ak06-20171115-0002-x00.fits.fz 89.9421446 -60.9246387 86.98540224027863 27.59445110576968 "2017-11-15 15:29:56.866000"
/archive/engineering/cpt/ak06/20171116/raw/cpt1m013-ak06-20171116-0002-x00.fits.fz 89.3145592 3.9204998 116.51455029958879 30.005977106009148 "2017-11-16 21:52:24.158000"
/archive/engineering/cpt/ak06/20171116/raw/cpt1m013-ak06-20171116-0003-x00.fits.fz 89.9406743 -86.60385789999998 nan nan "2017-11-17 00:05:59.201000"
/archive/engineering/cpt/ak06/20171116/raw/cpt1m013-ak06-20171116-0004-x00.fits.fz 89.9479533 -86.12340460000001 nan nan "2017-11-17 00:06:28.079000"
/archive/engineering/cpt/ak06/20171117/raw/cpt1m013-ak06-20171117-0001-x00.fits.fz 89.8683953 -79.11345890000001 nan nan "2017-11-17 17:15:22.355000"
/archive/engineering/cpt/ak06/20171117/raw/cpt1m013-ak06-20171117-0002-x00.fits.fz 0.0 0.0 0.0 0.0 0
/archive/engineering/cpt/ak06/20171117/raw/cpt1m013-ak06-20171117-0003-x00.fits.fz 0.0 0.0 0.0 0.0 0
/archive/engineering/cpt/ak06/20171117/raw/cpt1m013-ak06-20171117-0004-x00.fits.fz 89.8651703 -69.19296120000001 nan nan "2017-11-17 17:44:30.158000"
/archive/engineering/cpt/ak06/20171117/raw/cpt1m013-ak06-20171117-0005-x00.fits.fz 80.3069613 -78.0907148 111.61889721944624 38.18831061571258 "2017-11-17 18:33:31.491000"
/archive/engineering/cpt/ak06/20171117/raw/cpt1m013-ak06-20171117-0006-x00.fits.fz 0.0 0.0 0.0 0.0 0
/archive/engineering/cpt/ak06/20171117/raw/cpt1m013-ak06-20171117-0007-x00.fits.fz 87.3510906 20.1351085 103.56225682645466 32.47074696731717 "2017-11-17 20:56:48.618000"
/archive/engineering/cpt/ak06/20171117/raw/cpt1m013-ak06-20171117-0008-x00.fits.fz 89.2760699 8.6855145 nan nan "2017-11-17 21:36:44.916000"
/archive/engineering/cpt/ak06/20171117/raw/cpt1m013-ak06-20171117-0009-x00.fits.fz 89.2760631 8.6886298 nan nan "2017-11-17 21:38:03.097000"
/archive/engineering/cpt/ak06/20171117/raw/cpt1m013-ak06-20171117-0010-x00.fits.fz 70.9010163 -83.15638139999999 nan nan "2017-11-18 08:27:23.694000"
/archive/engineering/cpt/ak06/20171118/raw/cpt1m013-ak06-20171118-0001-x00.fits.fz 78.2324821 -78.11122499999999 nan nan "2017-11-18 20:36:49.154000"
/archive/engineering/cpt/ak06/20171118/raw/cpt1m013-ak06-20171118-0002-x00.fits.fz 78.3820295 -148.5146138 95.18048563497186 13.166806090146242 "2017-11-18 21:52:30.357000"
/archive/engineering/cpt/ak06/20171118/raw/cpt1m013-ak06-20171118-0003-x00.fits.fz 76.3182383 -138.3496243 nan nan "2017-11-18 22:08:46.668000"
/archive/engineering/cpt/ak06/20171118/raw/cpt1m013-ak06-20171118-0005-x00.fits.fz 82.6610225 -137.2318882 102.40037340943903 24.39299260683569 "2017-11-19 00:59:59.094000"
/archive/engineering/cpt/ak06/20171118/raw/cpt1m013-ak06-20171118-0008-x00.fits.fz 82.3725777 -135.2050285 67.95987185277413 43.05681505351955 "2017-11-19 01:01:56.963000"
/archive/engineering/cpt/ak06/20171118/raw/cpt1m013-ak06-20171118-0004-x00.fits.fz 82.7318965 -137.768985 116.17105627742828 54.93801703499298 "2017-11-19 00:59:29.422000"
/archive/engineering/cpt/ak06/20171118/raw/cpt1m013-ak06-20171118-0006-x00.fits.fz 82.5085481 -136.1303971 55.005905585904756 49.17582429046327 "2017-11-19 01:01:02.047000"
/archive/engineering/cpt/ak06/20171118/raw/cpt1m013-ak06-20171118-0007-x00.fits.fz 82.4301402 -135.5906535 nan nan "2017-11-19 01:01:33.465000"
/archive/engineering/cpt/ak06/20171118/raw/cpt1m013-ak06-20171118-0010-x00.fits.fz 82.2394099 -134.3460314 nan nan "2017-11-19 01:02:50.455000"
/archive/engineering/cpt/ak06/20171119/raw/cpt1m013-ak06-20171119-0031-x00.fits.fz 76.932835 -64.65260610000001 63.960226859039736 49.52975744516682 "2017-11-19 20:44:00.728000"
/archive/engineering/cpt/ak06/20171119/raw/cpt1m013-ak06-20171119-0001-x00.fits.fz 76.0740391 -55.27441190000002 nan nan "2017-11-19 18:51:06.611000"
/archive/engineering/cpt/ak06/20171119/raw/cpt1m013-ak06-20171119-0002-x00.fits.fz 74.8630954 -55.73036059999998 67.706738002107 53.56021914418869 "2017-11-19 18:52:30.650000"
/archive/engineering/cpt/ak06/20171119/raw/cpt1m013-ak06-20171119-0035-x00.fits.fz 73.9921988 -71.25452239999998 30.5676944170798 35.73317461519851 "2017-11-19 20:58:58.954000"
/archive/engineering/cpt/ak06/20171119/raw/cpt1m013-ak06-20171119-0003-x00.fits.fz 74.3932037 -57.22018480000003 78.86601569029159 83.50635347415616 "2017-11-19 18:55:10.354000"
/archive/engineering/cpt/ak06/20171119/raw/cpt1m013-ak06-20171119-0036-x00.fits.fz 73.66467 -71.8501541 113.73175733841384 21.987821308962793 "2017-11-19 21:00:37.181000"
/archive/engineering/cpt/ak06/20171119/raw/cpt1m013-ak06-20171119-0004-x00.fits.fz 74.1036775 -58.08762039999999 33.60915125225559 104.12666815103962 "2017-11-19 18:56:47.696000"
/archive/engineering/cpt/ak06/20171119/raw/cpt1m013-ak06-20171119-0037-x00.fits.fz 72.0329202 -74.5286231 nan nan "2017-11-19 21:08:39.975000"
/archive/engineering/cpt/ak06/20171119/raw/cpt1m013-ak06-20171119-0005-x00.fits.fz 73.955092 -58.51884530000001 75.36099817123335 103.2163773858822 "2017-11-19 18:57:37.129000"
/archive/engineering/cpt/ak06/20171119/raw/cpt1m013-ak06-20171119-0041-x00.fits.fz 79.5369859 -158.7803779 nan nan "2017-11-19 21:36:21.360000"
/archive/engineering/cpt/ak06/20171119/raw/cpt1m013-ak06-20171119-0006-x00.fits.fz 72.4473282 -62.44478190000001 59.14952354986511 126.81497935130051 "2017-11-19 19:05:48.043000"
/archive/engineering/cpt/ak06/20171119/raw/cpt1m013-ak06-20171119-0042-x00.fits.fz 80.141712 -144.8909485 nan nan "2017-11-19 22:08:52.121000"
/archive/engineering/cpt/ak06/20171119/raw/cpt1m013-ak06-20171119-0007-x00.fits.fz 72.2789689 -62.83910509999998 nan nan "2017-11-19 19:06:41.540000"
/archive/engineering/cpt/ak06/20171119/raw/cpt1m013-ak06-20171119-0043-x00.fits.fz 79.9964317 -143.8907368 24.212256178118118 27.69664014706197 "2017-11-19 22:10:03.009000"
/archive/engineering/cpt/ak06/20171119/raw/cpt1m013-ak06-20171119-0008-x00.fits.fz 72.0923678 -63.2670569 71.89581852083046 66.01976853751619 "2017-11-19 19:07:41.228000"
/archive/engineering/cpt/ak06/20171119/raw/cpt1m013-ak06-20171119-0044-x00.fits.fz 78.8257939 -137.4306174 50.58263731951499 3.5235475444971627 "2017-11-19 22:18:44.969000"
/archive/engineering/cpt/ak06/20171119/raw/cpt1m013-ak06-20171119-0009-x00.fits.fz 71.9439649 -63.60086519999999 80.04422290163643 44.31971680550514 "2017-11-19 19:08:27.921000"
/archive/engineering/cpt/ak06/20171119/raw/cpt1m013-ak06-20171119-0045-x00.fits.fz 78.7600313 -137.1324734 81.63845570704657 118.49430522337323 "2017-11-19 22:19:12.831000"
/archive/engineering/cpt/ak06/20171119/raw/cpt1m013-ak06-20171119-0010-x00.fits.fz 71.6579415 -64.22871470000001 nan nan "2017-11-19 19:09:58.522000"
/archive/engineering/cpt/ak06/20171119/raw/cpt1m013-ak06-20171119-0046-x00.fits.fz 78.6798254 -136.7764589 nan nan "2017-11-19 22:19:45.785000"
/archive/engineering/cpt/ak06/20171119/raw/cpt1m013-ak06-20171119-0011-x00.fits.fz 71.2533026 -65.08395089999999 nan nan "2017-11-19 19:12:04.993000"
/archive/engineering/cpt/ak06/20171119/raw/cpt1m013-ak06-20171119-0047-x00.fits.fz 78.6005071 -136.4322277 nan nan "2017-11-19 22:20:18.619000"
/archive/engineering/cpt/ak06/20171119/raw/cpt1m013-ak06-20171119-0012-x00.fits.fz 70.1429827 -67.25400009999998 32.868704429395784 109.33548321946292 "2017-11-19 19:17:48.927000"
/archive/engineering/cpt/ak06/20171119/raw/cpt1m013-ak06-20171119-0048-x00.fits.fz 78.5207142 -136.0931678 nan nan "2017-11-19 22:20:51.493000"
/archive/engineering/cpt/ak06/20171119/raw/cpt1m013-ak06-20171119-0013-x00.fits.fz 70.0713894 -67.38589080000003 81.69530796722489 118.0505835149686 "2017-11-19 19:18:11.491000"
/archive/engineering/cpt/ak06/20171119/raw/cpt1m013-ak06-20171119-0049-x00.fits.fz 78.4403589 -135.7593045 nan nan "2017-11-19 22:21:24.332000"
/archive/engineering/cpt/ak06/20171119/raw/cpt1m013-ak06-20171119-0014-x00.fits.fz 89.3091181 6.1501348 101.14445620497841 26.274141670685744 "2017-11-19 19:50:41.755000"
/archive/engineering/cpt/ak06/20171119/raw/cpt1m013-ak06-20171119-0032-x00.fits.fz 76.3171471 -66.26422250000002 115.86859246655513 49.56269984114243 "2017-11-19 20:47:12.661000"
/archive/engineering/cpt/ak06/20171119/raw/cpt1m013-ak06-20171119-0034-x00.fits.fz 75.1546732 -68.9454356 118.35659152484376 31.676164074043307 "2017-11-19 20:53:08.747000"
/archive/engineering/cpt/ak06/20171119/raw/cpt1m013-ak06-20171119-0015-x00.fits.fz 83.7166357 -1.5796088999999824 32.32713958193694 97.09011114030774 "2017-11-19 19:52:18.882000"
/archive/engineering/cpt/ak06/20171119/raw/cpt1m013-ak06-20171119-0016-x00.fits.fz 83.7117264 -2.824749499999996 nan nan "2017-11-19 19:52:55.111000"
/archive/engineering/cpt/ak06/20171119/raw/cpt1m013-ak06-20171119-0050-x00.fits.fz 78.3701546 -135.473217 97.19757034553366 60.831957047985085 "2017-11-19 22:21:52.411000"
/archive/engineering/cpt/ak06/20171119/raw/cpt1m013-ak06-20171119-0017-x00.fits.fz 83.3989791 -18.51571339999998 125.22540007809542 23.189113930647466 "2017-11-19 20:00:50.572000"
/archive/engineering/cpt/ak06/20171119/raw/cpt1m013-ak06-20171119-0051-x00.fits.fz 78.2889215 -135.1489306 nan nan "2017-11-19 22:22:25.353000"
/archive/engineering/cpt/ak06/20171119/raw/cpt1m013-ak06-20171119-0018-x00.fits.fz 83.3222829 -20.512700900000027 nan nan "2017-11-19 20:01:55.433000"
/archive/engineering/cpt/ak06/20171119/raw/cpt1m013-ak06-20171119-0052-x00.fits.fz 78.2189124 -134.8749571 -16.712079312004704 90.05041489470406 "2017-11-19 22:22:53.346000"
/archive/engineering/cpt/ak06/20171119/raw/cpt1m013-ak06-20171119-0020-x00.fits.fz 89.3056328 8.6953725 95.38876769956005 16.303740617961232 "2017-11-19 20:07:35.643000"
/archive/engineering/cpt/ak06/20171119/raw/cpt1m013-ak06-20171119-0054-x00.fits.fz 77.8164158 -133.3908595 nan nan "2017-11-19 22:25:32.394000"
/archive/engineering/cpt/ak06/20171119/raw/cpt1m013-ak06-20171119-0021-x00.fits.fz 81.9893047 -39.826331700000026 31.717543045116813 117.30882332913421 "2017-11-19 20:14:18.164000"
/archive/engineering/cpt/ak06/20171119/raw/cpt1m013-ak06-20171119-0055-x00.fits.fz 77.7312556 -133.0953176 nan nan "2017-11-19 22:26:05.326000"
/archive/engineering/cpt/ak06/20171119/raw/cpt1m013-ak06-20171119-0022-x00.fits.fz 80.959152 -47.907799599999976 58.46160149717858 11.988463135971351 "2017-11-19 20:21:18.567000"
/archive/engineering/cpt/ak06/20171119/raw/cpt1m013-ak06-20171119-0056-x00.fits.fz 77.6586823 -132.8483597 nan nan "2017-11-19 22:26:33.314000"
/archive/engineering/cpt/ak06/20171119/raw/cpt1m013-ak06-20171119-0023-x00.fits.fz 80.2219434 -52.23852119999998 106.3848599478116 94.49677371613343 "2017-11-19 20:25:50.839000"
/archive/engineering/cpt/ak06/20171119/raw/cpt1m013-ak06-20171119-0057-x00.fits.fz 77.586011 -132.6051723 nan nan "2017-11-19 22:27:01.796000"
/archive/engineering/cpt/ak06/20171119/raw/cpt1m013-ak06-20171119-0024-x00.fits.fz 79.6060342 -55.26140770000001 117.84608321023543 89.40640221044832 "2017-11-19 20:29:27.197000"
/archive/engineering/cpt/ak06/20171119/raw/cpt1m013-ak06-20171119-0058-x00.fits.fz 77.4993534 -132.3207064 nan nan "2017-11-19 22:27:34.638000"
/archive/engineering/cpt/ak06/20171119/raw/cpt1m013-ak06-20171119-0025-x00.fits.fz 79.3256459 -56.4977073 42.78167821892233 32.8193977253253 "2017-11-19 20:31:03.514000"
/archive/engineering/cpt/ak06/20171119/raw/cpt1m013-ak06-20171119-0060-x00.fits.fz 67.6659434 -118.1277853 68.45464404532615 67.7706664369198 "2017-11-19 23:22:53.574000"
/archive/engineering/cpt/ak06/20171119/raw/cpt1m013-ak06-20171119-0026-x00.fits.fz 78.9783896 -57.92688579999998 117.17030003267857 81.54089884089947 "2017-11-19 20:33:00.478000"
/archive/engineering/cpt/ak06/20171119/raw/cpt1m013-ak06-20171119-0061-x00.fits.fz 67.4979917 -118.0680949 nan nan "2017-11-19 23:23:56.506000"
/archive/engineering/cpt/ak06/20171119/raw/cpt1m013-ak06-20171119-0027-x00.fits.fz 78.3734606 -60.18509210000002 35.257370417111986 52.43525154347981 "2017-11-19 20:36:20.395000"
